         1247635 function calls (1225710 primitive calls) in 1.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:511(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:336(_validate_cmap)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/numpy_.py:1(<module>)
      134    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/six.py:93(__init__)
        1    0.000    0.000    0.003    0.003 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/json/__init__.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/backend_bases.py:1671(FigureCanvasBase)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/exceptions.py:3(<module>)
       48    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/stata.py:1115(StataReader)
       76    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:640(<genexpr>)
       14    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/re.py:223(split)
       30    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/mpl_toolkits/mplot3d/axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/PIL/ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/selectors.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_type_aliases.py:46(<genexpr>)
       13    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/expr.py:188(_filter_nodes)
       16    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/window/doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:2808(__new__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/_testing/__init__.py:182(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/json/_table_schema.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/posixpath.py:140(basename)
        1    0.000    0.000    0.003    0.003 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/util/version/__init__.py:515(_cmpkey)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:206(BaseRegistry)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/cbook.py:849(__init__)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/extras.py:237(getdoc)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:688(__delitem__)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/csv.py:2(<module>)
      297    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_mathtext.py:434(BakomaFonts)
       17    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:2607(__hash__)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       70    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:794(_is_dim)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/zipp/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/dtypes/generic.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/babel/plural.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/reshape/api.py:1(<module>)
       47    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:697(__iter__)
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/scale.py:737(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/expr.py:327(f)
       53    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/pint_eval.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/unit.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/nanops.py:78(__init__)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/json/decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/string_arrow.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:193(_checkLevel)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:1479(__mul__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_type_aliases.py:74(_add_types)
       11    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:259(getwhile)
        7    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:2544(_arraymethod)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/functools.py:843(register)
       28    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:337(__repr__)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/textwrap.py:17(TextWrapper)
        2    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/json/__init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:255(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/results.py:34(ParseResults)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/zipfile.py:1215(__init__)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ctypeslib.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:431(__init__)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/json/decoder.py:284(__init__)
        9    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:725(__truediv__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:1(<module>)
       78    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/util.py:110(get)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/dtypes/astype.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:435(joinpath)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint_pandas/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_constrained_layout.py:1(<module>)
       59    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/_collections_abc.py:601(<genexpr>)
        1    0.000    0.000    0.005    0.005 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/sas/sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/polynomial/legendre.py:1(<module>)
       13    0.000    0.000    0.002    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:401(validate_font_properties)
      156    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:805(postParse)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/babel/core.py:1041(default_locale)
      119    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/codecs.py:260(__init__)
        1    0.000    0.000    0.238    0.238 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/mixins/plot.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/dataclasses.py:771(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/pytables.py:479(HDFStore)
       57    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:2275(<lambda>)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/cffi/api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_typing/_char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/texmanager.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       52    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/util/_decorators.py:434(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/pfline/nested_helper.py:1(<module>)
       55    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       22    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/abc.py:110(register)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/babel/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/datetimes.py:103(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/flags.py:6(Flags)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/groupby/base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/visualize/categories.py:22(Categories)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/transforms.py:2106(IdentityTransform)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/period.py:70(PeriodIndex)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/_policybase.py:99(_extend_docstrings)
       65    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/results.py:257(__bool__)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/configparser.py:560(RawConfigParser)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:612(BaseGroupBy)
